asset_id,vuln_id
asset_38,CVE-2024-1486
asset_38,CVE-2024-1395
asset_38,CVE-2024-1604
asset_38,CVE-2024-1226
asset_38,CVE-2024-1524
asset_38,CVE-2024-1473
asset_38,CVE-2024-1262
asset_38,CVE-2024-1210
asset_38,CVE-2024-1053
asset_38,CVE-2024-1133
asset_38,CVE-2024-1608
asset_38,CVE-2024-1744
asset_38,CVE-2024-1392
asset_38,CVE-2024-1134
asset_38,CVE-2024-1503
asset_38,CVE-2024-1058
asset_38,CVE-2024-1296
asset_38,CVE-2024-1189
asset_38,CVE-2024-1442
asset_38,CVE-2024-1239
asset_38,CVE-2024-1218
asset_38,CVE-2024-1046
asset_38,CVE-2024-1773
asset_38,CVE-2024-1260
asset_38,CVE-2024-1335
asset_38,CVE-2024-1350
asset_38,CVE-2024-1056
asset_38,CVE-2024-1255
asset_38,CVE-2024-1666
asset_38,CVE-2024-1787
asset_38,CVE-2024-1378
asset_38,CVE-2024-1623
asset_38,CVE-2024-1372
asset_38,CVE-2024-1325
asset_38,CVE-2024-1793
asset_38,CVE-2024-1004
asset_38,CVE-2024-1247
asset_38,CVE-2024-1519
asset_38,CVE-2024-1491
asset_38,CVE-2024-1640
asset_38,CVE-2024-1048
asset_38,CVE-2024-1281
asset_38,CVE-2024-1686
asset_38,CVE-2024-1796
asset_38,CVE-2024-1358
asset_38,CVE-2024-1162
asset_38,CVE-2024-1043
asset_38,CVE-2024-1339
asset_38,CVE-2024-1369
asset_38,CVE-2024-1586
asset_38,CVE-2024-1432
asset_38,CVE-2024-1465
asset_38,CVE-2024-1549
asset_38,CVE-2024-1054
asset_38,CVE-2024-1414
asset_38,CVE-2024-1679
asset_38,CVE-2024-1694
asset_38,CVE-2024-1400
asset_38,CVE-2024-1451
asset_38,CVE-2024-1278
asset_38,CVE-2024-1700
asset_39,CVE-2024-1467
asset_39,CVE-2024-1418
asset_39,CVE-2024-1550
asset_40,CVE-2024-1557
asset_40,CVE-2024-1525
asset_40,CVE-2024-1175
asset_40,CVE-2024-1263
asset_40,CVE-2024-1667
asset_41,CVE-2024-1503
asset_41,CVE-2024-1721
asset_41,CVE-2024-1666
asset_41,CVE-2024-1679
asset_41,CVE-2024-1597
asset_41,CVE-2024-1108
asset_41,CVE-2024-1015
asset_41,CVE-2024-1223
asset_41,CVE-2024-1775
asset_41,CVE-2024-1459
asset_41,CVE-2024-1173
asset_41,CVE-2024-1593
asset_41,CVE-2024-1112
asset_41,CVE-2024-1059
asset_41,CVE-2024-1361
asset_41,CVE-2024-1505
asset_41,CVE-2024-1351
asset_41,CVE-2024-1498
asset_41,CVE-2024-1359
asset_42,CVE-2024-1400
asset_42,CVE-2024-1644
asset_42,CVE-2024-1473
asset_42,CVE-2024-1469
asset_42,CVE-2024-1303
asset_42,CVE-2024-1541
asset_42,CVE-2024-1404
asset_42,CVE-2024-1784
asset_42,CVE-2024-1366
asset_42,CVE-2024-1593
asset_42,CVE-2024-1723
asset_43,CVE-2024-1086
asset_43,CVE-2024-1364
asset_44,CVE-2024-1187
asset_44,CVE-2024-1425
asset_45,CVE-2024-1385
asset_46,CVE-2024-1482
asset_46,CVE-2024-1378
asset_46,CVE-2024-1741
asset_46,CVE-2024-1784
asset_46,CVE-2024-1425
asset_47,CVE-2024-1098
asset_48,CVE-2024-1058
asset_48,CVE-2024-1325
asset_48,CVE-2024-1695
asset_48,CVE-2024-1056
asset_48,CVE-2024-1294
asset_48,CVE-2024-1513
asset_49,CVE-2024-1088
asset_49,CVE-2024-1175
asset_49,CVE-2024-1729
asset_49,CVE-2024-1193
asset_49,CVE-2024-1707
asset_49,CVE-2024-1199
asset_49,CVE-2024-1594
asset_49,CVE-2024-1784
asset_49,CVE-2024-1043
asset_49,CVE-2024-1011
asset_49,CVE-2024-1672
asset_49,CVE-2024-1356
asset_49,CVE-2024-1054
asset_50,CVE-2024-1425
asset_51,CVE-2024-1026
asset_51,CVE-2024-1652
asset_51,CVE-2024-1085
asset_52,CVE-2024-1186
asset_52,CVE-2024-1781
asset_52,CVE-2024-1522
asset_52,CVE-2024-1710
asset_52,CVE-2024-1133
asset_52,CVE-2024-1506
asset_52,CVE-2024-1536
asset_52,CVE-2024-1751
asset_52,CVE-2024-1761
asset_52,CVE-2024-1694
asset_52,CVE-2024-1687
asset_52,CVE-2024-1763
asset_52,CVE-2024-1351
asset_52,CVE-2024-1012
asset_53,CVE-2024-1017
asset_53,CVE-2024-1453
asset_53,CVE-2024-1041
asset_53,CVE-2024-1364
asset_53,CVE-2024-1794
asset_53,CVE-2024-1590
asset_53,CVE-2024-1291
asset_53,CVE-2024-1781
asset_53,CVE-2024-1463
asset_53,CVE-2024-1025
asset_53,CVE-2024-1678
asset_53,CVE-2024-1319
asset_53,CVE-2024-1633
asset_53,CVE-2024-1748
asset_53,CVE-2024-1099
asset_53,CVE-2024-1057
asset_53,CVE-2024-1246
asset_53,CVE-2024-1566
asset_53,CVE-2024-1368
asset_53,CVE-2024-1112
asset_53,CVE-2024-1537
asset_53,CVE-2024-1277
asset_53,CVE-2024-1203
asset_53,CVE-2024-1213
asset_53,CVE-2024-1496
asset_53,CVE-2024-1222
asset_53,CVE-2024-1077
asset_53,CVE-2024-1158
asset_53,CVE-2024-1787
asset_53,CVE-2024-1143
asset_53,CVE-2024-1549
asset_53,CVE-2024-1230
asset_53,CVE-2024-1454
asset_53,CVE-2024-1096
asset_53,CVE-2024-1036
asset_53,CVE-2024-1574
asset_53,CVE-2024-1355
asset_53,CVE-2024-1626
asset_53,CVE-2024-1783
asset_53,CVE-2024-1761
asset_53,CVE-2024-1302
asset_53,CVE-2024-1484
asset_53,CVE-2024-1750
asset_53,CVE-2024-1194
asset_53,CVE-2024-1618
asset_53,CVE-2024-1012
asset_53,CVE-2024-1528
asset_53,CVE-2024-1352
asset_53,CVE-2024-1214
asset_53,CVE-2024-1442
asset_53,CVE-2024-1192
asset_53,CVE-2024-1468
asset_53,CVE-2024-1106
asset_53,CVE-2024-1255
asset_53,CVE-2024-1361
asset_53,CVE-2024-1679
asset_53,CVE-2024-1402
asset_53,CVE-2024-1280
asset_53,CVE-2024-1797
asset_53,CVE-2024-1461
asset_53,CVE-2024-1507
asset_53,CVE-2024-1647
asset_54,CVE-2024-1712
asset_54,CVE-2024-1586
asset_54,CVE-2024-1267
asset_55,CVE-2024-1663
asset_55,CVE-2024-1293
asset_55,CVE-2024-1537
asset_55,CVE-2024-1370
asset_55,CVE-2024-1014
asset_55,CVE-2024-1576
asset_55,CVE-2024-1377
asset_55,CVE-2024-1237
asset_56,CVE-2024-1495
asset_57,CVE-2024-1531
asset_57,CVE-2024-1527
asset_57,CVE-2024-1691
asset_57,CVE-2024-1515
asset_57,CVE-2024-1590
asset_57,CVE-2024-1193
asset_57,CVE-2024-1012
asset_57,CVE-2024-1465
asset_57,CVE-2024-1142
asset_58,CVE-2024-1526
asset_59,CVE-2024-1172
asset_60,CVE-2024-1748
asset_60,CVE-2024-1749
asset_60,CVE-2024-1760
asset_60,CVE-2024-1472
asset_60,CVE-2024-1577
asset_60,CVE-2024-1545
asset_60,CVE-2024-1312
asset_60,CVE-2024-1186
asset_60,CVE-2024-1799
asset_60,CVE-2024-1553
asset_60,CVE-2024-1526
asset_60,CVE-2024-1031
asset_60,CVE-2024-1095
asset_60,CVE-2024-1387
asset_60,CVE-2024-1013
asset_60,CVE-2024-1351
asset_60,CVE-2024-1774
asset_60,CVE-2024-1753
asset_60,CVE-2024-1253
asset_60,CVE-2024-1094
asset_60,CVE-2024-1349
asset_60,CVE-2024-1143
asset_60,CVE-2024-1289
asset_60,CVE-2024-1126
asset_60,CVE-2024-1256
asset_60,CVE-2024-1190
asset_60,CVE-2024-1039
asset_60,CVE-2024-1429
asset_60,CVE-2024-1325
asset_60,CVE-2024-1602
asset_60,CVE-2024-1510
asset_60,CVE-2024-1616
asset_60,CVE-2024-1319
asset_60,CVE-2024-1140
asset_60,CVE-2024-1588
asset_60,CVE-2024-1376
asset_60,CVE-2024-1054
asset_60,CVE-2024-1795
asset_60,CVE-2024-1783
asset_61,CVE-2024-1284
asset_62,CVE-2024-1707
asset_63,CVE-2024-1553
asset_63,CVE-2024-1711
asset_63,CVE-2024-1389
asset_63,CVE-2024-1002
asset_63,CVE-2024-1282
asset_63,CVE-2024-1728
asset_63,CVE-2024-1441
asset_63,CVE-2024-1355
asset_63,CVE-2024-1287
asset_63,CVE-2024-1545
asset_63,CVE-2024-1257
asset_63,CVE-2024-1726
asset_63,CVE-2024-1763
asset_63,CVE-2024-1542
asset_63,CVE-2024-1275
asset_63,CVE-2024-1519
asset_63,CVE-2024-1151
asset_63,CVE-2024-1328
asset_63,CVE-2024-1602
asset_63,CVE-2024-1321
asset_63,CVE-2024-1732
asset_63,CVE-2024-1508
asset_63,CVE-2024-1588
asset_63,CVE-2024-1008
asset_63,CVE-2024-1446
asset_63,CVE-2024-1053
asset_63,CVE-2024-1625
asset_63,CVE-2024-1453
asset_63,CVE-2024-1081
asset_63,CVE-2024-1640
asset_63,CVE-2024-1403
asset_63,CVE-2024-1274
asset_63,CVE-2024-1454
asset_63,CVE-2024-1373
asset_63,CVE-2024-1775
asset_63,CVE-2024-1795
asset_63,CVE-2024-1784
asset_63,CVE-2024-1666
asset_63,CVE-2024-1607
asset_63,CVE-2024-1035
asset_63,CVE-2024-1331
asset_63,CVE-2024-1663
asset_63,CVE-2024-1291
asset_63,CVE-2024-1254
asset_63,CVE-2024-1127
asset_63,CVE-2024-1111
asset_63,CVE-2024-1786
asset_63,CVE-2024-1148
asset_63,CVE-2024-1797
asset_63,CVE-2024-1417
asset_63,CVE-2024-1636
asset_63,CVE-2024-1106
asset_63,CVE-2024-1681
asset_63,CVE-2024-1512
asset_63,CVE-2024-1614
asset_63,CVE-2024-1793
asset_63,CVE-2024-1571
asset_63,CVE-2024-1158
asset_63,CVE-2024-1152
asset_63,CVE-2024-1366
asset_64,CVE-2024-1549
asset_65,CVE-2024-1089
asset_66,CVE-2024-1240
asset_66,CVE-2024-1524
asset_66,CVE-2024-1169
asset_66,CVE-2024-1523
asset_66,CVE-2024-1453
asset_66,CVE-2024-1603
asset_66,CVE-2024-1689
asset_66,CVE-2024-1030
asset_66,CVE-2024-1679
asset_66,CVE-2024-1420
asset_66,CVE-2024-1571
asset_66,CVE-2024-1649
asset_67,CVE-2024-1724
asset_67,CVE-2024-1036
asset_68,CVE-2024-1561
asset_69,CVE-2024-1244
asset_69,CVE-2024-1491
asset_69,CVE-2024-1586
asset_69,CVE-2024-1176
asset_69,CVE-2024-1763
asset_69,CVE-2024-1680
asset_69,CVE-2024-1621
asset_70,CVE-2024-1048
asset_70,CVE-2024-1286
asset_70,CVE-2024-1141
asset_70,CVE-2024-1759
asset_70,CVE-2024-1035
asset_70,CVE-2024-1140
asset_70,CVE-2024-1635
asset_70,CVE-2024-1070
asset_70,CVE-2024-1513
asset_70,CVE-2024-1589
asset_70,CVE-2024-1044
asset_70,CVE-2024-1200
asset_70,CVE-2024-1475
asset_70,CVE-2024-1420
asset_70,CVE-2024-1485
asset_70,CVE-2024-1007
asset_70,CVE-2024-1622
asset_70,CVE-2024-1297
asset_70,CVE-2024-1124
asset_71,CVE-2024-1416
asset_71,CVE-2024-1123
asset_71,CVE-2024-1579
asset_71,CVE-2024-1137
asset_71,CVE-2024-1392
asset_71,CVE-2024-1397
asset_72,CVE-2024-1516
asset_72,CVE-2024-1037
asset_72,CVE-2024-1007
asset_72,CVE-2024-1205
asset_72,CVE-2024-1293
asset_72,CVE-2024-1178
asset_72,CVE-2024-1040
asset_72,CVE-2024-1577
asset_72,CVE-2024-1698
asset_72,CVE-2024-1596
asset_72,CVE-2024-1095
asset_72,CVE-2024-1190
asset_72,CVE-2024-1198
asset_73,CVE-2024-1114
asset_73,CVE-2024-1528
asset_73,CVE-2024-1486
asset_73,CVE-2024-1613
asset_73,CVE-2024-1546
asset_73,CVE-2024-1320
asset_73,CVE-2024-1594
asset_74,CVE-2024-1293
asset_75,CVE-2024-1000
asset_75,CVE-2024-1651
asset_75,CVE-2024-1057
asset_75,CVE-2024-1795
asset_76,CVE-2024-1620
asset_76,CVE-2024-1115
asset_76,CVE-2024-1400
asset_76,CVE-2024-1326
asset_76,CVE-2024-1689
asset_76,CVE-2024-1782
asset_76,CVE-2024-1373
asset_76,CVE-2024-1309
asset_76,CVE-2024-1223
asset_76,CVE-2024-1709
asset_76,CVE-2024-1518
asset_76,CVE-2024-1532
asset_76,CVE-2024-1384
asset_76,CVE-2024-1365
asset_76,CVE-2024-1333
asset_76,CVE-2024-1576
asset_76,CVE-2024-1661
asset_76,CVE-2024-1791
asset_76,CVE-2024-1266
asset_76,CVE-2024-1754
asset_76,CVE-2024-1671
asset_76,CVE-2024-1629
asset_76,CVE-2024-1386
asset_76,CVE-2024-1649
asset_76,CVE-2024-1302
asset_76,CVE-2024-1346
asset_76,CVE-2024-1621
asset_76,CVE-2024-1517
asset_76,CVE-2024-1363
asset_76,CVE-2024-1275
asset_76,CVE-2024-1736
asset_76,CVE-2024-1443
asset_76,CVE-2024-1096
asset_76,CVE-2024-1796
asset_76,CVE-2024-1289
asset_76,CVE-2024-1630
asset_76,CVE-2024-1573
asset_76,CVE-2024-1381
asset_76,CVE-2024-1251
asset_76,CVE-2024-1721
asset_76,CVE-2024-1209
asset_76,CVE-2024-1708
asset_76,CVE-2024-1153
asset_76,CVE-2024-1685
asset_76,CVE-2024-1025
asset_76,CVE-2024-1236
asset_76,CVE-2024-1281
asset_76,CVE-2024-1338
asset_76,CVE-2024-1003
asset_76,CVE-2024-1537
asset_76,CVE-2024-1410
asset_76,CVE-2024-1470
asset_76,CVE-2024-1024
asset_76,CVE-2024-1628
asset_76,CVE-2024-1546
asset_76,CVE-2024-1164
asset_76,CVE-2024-1699
asset_76,CVE-2024-1488
asset_76,CVE-2024-1190
asset_76,CVE-2024-1014
asset_77,CVE-2024-1513
asset_77,CVE-2024-1158
asset_77,CVE-2024-1789
asset_77,CVE-2024-1060
asset_77,CVE-2024-1082
asset_77,CVE-2024-1180
asset_77,CVE-2024-1616
asset_77,CVE-2024-1508
asset_78,CVE-2024-1705
asset_78,CVE-2024-1740
asset_78,CVE-2024-1764
asset_78,CVE-2024-1374
asset_78,CVE-2024-1064
asset_78,CVE-2024-1780
asset_78,CVE-2024-1308
asset_78,CVE-2024-1188
asset_78,CVE-2024-1785
asset_78,CVE-2024-1045
asset_78,CVE-2024-1130
asset_78,CVE-2024-1627
asset_78,CVE-2024-1275
asset_78,CVE-2024-1383
asset_78,CVE-2024-1341
asset_78,CVE-2024-1254
asset_78,CVE-2024-1747
asset_78,CVE-2024-1499
asset_78,CVE-2024-1026
asset_78,CVE-2024-1092
asset_78,CVE-2024-1336
asset_78,CVE-2024-1097
asset_78,CVE-2024-1560
asset_78,CVE-2024-1367
asset_78,CVE-2024-1352
asset_78,CVE-2024-1734
asset_78,CVE-2024-1068
asset_78,CVE-2024-1346
asset_78,CVE-2024-1706
asset_78,CVE-2024-1441
asset_78,CVE-2024-1327
asset_78,CVE-2024-1609
asset_78,CVE-2024-1472
asset_78,CVE-2024-1556
asset_78,CVE-2024-1714
asset_78,CVE-2024-1463
asset_78,CVE-2024-1544
asset_78,CVE-2024-1408
asset_78,CVE-2024-1515
asset_78,CVE-2024-1599
asset_79,CVE-2024-1421
asset_80,CVE-2024-1147
asset_80,CVE-2024-1157
asset_80,CVE-2024-1183
asset_80,CVE-2024-1648
asset_80,CVE-2024-1239
asset_80,CVE-2024-1641
asset_80,CVE-2024-1028
asset_80,CVE-2024-1410
asset_80,CVE-2024-1551
asset_80,CVE-2024-1060
asset_80,CVE-2024-1612
asset_80,CVE-2024-1432
asset_80,CVE-2024-1415
asset_81,CVE-2024-1372
asset_82,CVE-2024-1709
asset_82,CVE-2024-1654
asset_83,CVE-2024-1021
asset_84,CVE-2024-1282
asset_85,CVE-2024-1281
asset_85,CVE-2024-1536
asset_85,CVE-2024-1796
asset_85,CVE-2024-1616
asset_85,CVE-2024-1755
asset_85,CVE-2024-1405
asset_85,CVE-2024-1023
asset_85,CVE-2024-1200
asset_85,CVE-2024-1144
asset_85,CVE-2024-1215
asset_85,CVE-2024-1374
asset_85,CVE-2024-1386
asset_85,CVE-2024-1155
asset_85,CVE-2024-1489
asset_85,CVE-2024-1075
asset_85,CVE-2024-1766
asset_85,CVE-2024-1444
asset_85,CVE-2024-1131
asset_85,CVE-2024-1752
asset_85,CVE-2024-1583
asset_85,CVE-2024-1259
asset_85,CVE-2024-1491
asset_85,CVE-2024-1379
asset_85,CVE-2024-1641
asset_85,CVE-2024-1017
asset_85,CVE-2024-1723
asset_85,CVE-2024-1678
asset_85,CVE-2024-1627
asset_85,CVE-2024-1433
asset_85,CVE-2024-1519
asset_85,CVE-2024-1758
asset_85,CVE-2024-1124
asset_85,CVE-2024-1478
asset_85,CVE-2024-1270
asset_85,CVE-2024-1721
asset_85,CVE-2024-1584
asset_85,CVE-2024-1479
asset_85,CVE-2024-1107
asset_85,CVE-2024-1406
asset_85,CVE-2024-1135
asset_85,CVE-2024-1384
asset_85,CVE-2024-1657
asset_85,CVE-2024-1080
asset_85,CVE-2024-1623
asset_85,CVE-2024-1216
asset_85,CVE-2024-1177
asset_85,CVE-2024-1408
asset_85,CVE-2024-1249
asset_85,CVE-2024-1006
asset_85,CVE-2024-1190
asset_85,CVE-2024-1330
asset_85,CVE-2024-1516
asset_85,CVE-2024-1655
asset_85,CVE-2024-1392
asset_85,CVE-2024-1378
asset_85,CVE-2024-1704
asset_85,CVE-2024-1490
asset_85,CVE-2024-1370
asset_85,CVE-2024-1651
asset_85,CVE-2024-1508
asset_85,CVE-2024-1648
asset_85,CVE-2024-1316
asset_85,CVE-2024-1150
asset_85,CVE-2024-1112
asset_85,CVE-2024-1514
asset_85,CVE-2024-1360
asset_85,CVE-2024-1015
asset_85,CVE-2024-1688
asset_85,CVE-2024-1482
asset_85,CVE-2024-1364
asset_85,CVE-2024-1371
asset_85,CVE-2024-1097
asset_85,CVE-2024-1389
asset_86,CVE-2024-1595
asset_86,CVE-2024-1167
asset_86,CVE-2024-1708
asset_86,CVE-2024-1530
asset_86,CVE-2024-1332
asset_87,CVE-2024-1571
asset_88,CVE-2024-1186
asset_89,CVE-2024-1508
asset_89,CVE-2024-1023
asset_89,CVE-2024-1495
asset_89,CVE-2024-1692
asset_89,CVE-2024-1345
asset_89,CVE-2024-1075
asset_89,CVE-2024-1354
asset_89,CVE-2024-1755
asset_89,CVE-2024-1527
asset_90,CVE-2024-1631
asset_91,CVE-2024-1449
asset_91,CVE-2024-1317
asset_91,CVE-2024-1720
asset_91,CVE-2024-1420
asset_91,CVE-2024-1245
asset_91,CVE-2024-1176
asset_91,CVE-2024-1498
asset_91,CVE-2024-1687
asset_91,CVE-2024-1109
asset_91,CVE-2024-1472
asset_91,CVE-2024-1501
asset_91,CVE-2024-1018
asset_91,CVE-2024-1409
asset_91,CVE-2024-1207
asset_91,CVE-2024-1092
asset_91,CVE-2024-1336
asset_91,CVE-2024-1069
asset_91,CVE-2024-1469
asset_91,CVE-2024-1122
asset_91,CVE-2024-1622
asset_91,CVE-2024-1383
asset_91,CVE-2024-1121
asset_91,CVE-2024-1780
asset_91,CVE-2024-1195
asset_91,CVE-2024-1594
asset_91,CVE-2024-1197
asset_91,CVE-2024-1423
asset_91,CVE-2024-1570
asset_91,CVE-2024-1115
asset_91,CVE-2024-1132
asset_91,CVE-2024-1667
asset_91,CVE-2024-1027
asset_91,CVE-2024-1332
asset_91,CVE-2024-1456
asset_91,CVE-2024-1628
asset_91,CVE-2024-1321
asset_91,CVE-2024-1785
asset_92,CVE-2024-1225
asset_92,CVE-2024-1382
asset_93,CVE-2024-1713
asset_94,CVE-2024-1739
asset_95,CVE-2024-1579
asset_96,CVE-2024-1365
asset_96,CVE-2024-1094
asset_96,CVE-2024-1104
asset_96,CVE-2024-1799
asset_96,CVE-2024-1369
asset_96,CVE-2024-1001
asset_96,CVE-2024-1613
asset_96,CVE-2024-1588
asset_96,CVE-2024-1667
asset_97,CVE-2024-1333
asset_97,CVE-2024-1573
asset_98,CVE-2024-1083
asset_98,CVE-2024-1741
asset_98,CVE-2024-1554
asset_98,CVE-2024-1165
asset_98,CVE-2024-1150
asset_98,CVE-2024-1492
asset_98,CVE-2024-1348
asset_98,CVE-2024-1769
asset_98,CVE-2024-1553
asset_98,CVE-2024-1517
asset_98,CVE-2024-1158
asset_98,CVE-2024-1706
asset_98,CVE-2024-1540
asset_98,CVE-2024-1532
asset_98,CVE-2024-1573
asset_98,CVE-2024-1300
asset_98,CVE-2024-1137
asset_98,CVE-2024-1737
asset_98,CVE-2024-1168
asset_98,CVE-2024-1006
asset_99,CVE-2024-1054
asset_99,CVE-2024-1212
asset_99,CVE-2024-1575
asset_99,CVE-2024-1418
asset_99,CVE-2024-1739
asset_99,CVE-2024-1584
asset_99,CVE-2024-1029
asset_99,CVE-2024-1582
asset_99,CVE-2024-1391
asset_99,CVE-2024-1085
asset_99,CVE-2024-1574
asset_99,CVE-2024-1704
asset_99,CVE-2024-1785
asset_99,CVE-2024-1603
asset_99,CVE-2024-1477
asset_100,CVE-2024-1740
asset_101,CVE-2024-1273
asset_101,CVE-2024-1153
asset_102,CVE-2024-1261
asset_102,CVE-2024-1387
asset_102,CVE-2024-1766
asset_102,CVE-2024-1408
asset_102,CVE-2024-1010
asset_103,CVE-2024-1570
asset_103,CVE-2024-1388
asset_103,CVE-2024-1291
asset_103,CVE-2024-1537
asset_103,CVE-2024-1461
asset_103,CVE-2024-1315
asset_103,CVE-2024-1373
asset_103,CVE-2024-1390
asset_103,CVE-2024-1469
asset_103,CVE-2024-1662
asset_103,CVE-2024-1509
asset_103,CVE-2024-1198
asset_103,CVE-2024-1684
asset_103,CVE-2024-1745
asset_103,CVE-2024-1179
asset_103,CVE-2024-1525
asset_104,CVE-2024-1409
asset_104,CVE-2024-1781
asset_104,CVE-2024-1791
asset_104,CVE-2024-1469
asset_105,CVE-2024-1243
asset_105,CVE-2024-1011
asset_105,CVE-2024-1005
asset_105,CVE-2024-1167
asset_105,CVE-2024-1573
asset_105,CVE-2024-1444
asset_105,CVE-2024-1620
asset_105,CVE-2024-1661
asset_105,CVE-2024-1032
asset_105,CVE-2024-1585
asset_105,CVE-2024-1393
asset_105,CVE-2024-1062
asset_106,CVE-2024-1028
asset_107,CVE-2024-1048
asset_107,CVE-2024-1071
asset_107,CVE-2024-1653
asset_108,CVE-2024-1483
asset_109,CVE-2024-1425
asset_110,CVE-2024-1045
asset_110,CVE-2024-1128
asset_110,CVE-2024-1026
asset_110,CVE-2024-1793
asset_110,CVE-2024-1299
asset_110,CVE-2024-1655
